id,title,content,brief,target,type
50112,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【下大夫】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",下大夫,7
50113,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【中大夫】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",中大夫,7
50114,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【上大夫】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",上大夫,7
50115,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【司寇】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",司寇,7
50116,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【司士】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",司士,7
50117,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【司空】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",司空,7
50118,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【司马】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",司马,7
50119,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【司徒】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",司徒,7
50120,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【太卜】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",太卜,7
50121,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【太士】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",太士,7
50122,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【太祝】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",太祝,7
50123,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【太史】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",太史,7
50124,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【太宗】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",太宗,7
50125,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【太宰】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",太宰,7
50126,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【太保】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",太保,7
50127,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【太傅】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",太傅,7
50128,高官厚禄,"    商周大战两军陷于胶着，双方皆需外力相助，为了吸引更多诸侯来投，均承诺天下诸侯，凡相助己方者每日可按官职发放俸禄，以资军用。","    领取官职【太师】的俸禄。每天可以领取一次。官职越高，能获得的俸禄越多。
",太师,7
50211,陨铁碎片,"    据闻九天之外有陨石坠落于世间各处，朝廷占天师言此物蕴含神秘力量但作用尚不得知，于是朝廷便要求各路诸侯进贡此宝，并给予进贡诸侯珠宝奖励。","    攻打野地以获得【流星陨碎片】，上缴朝廷以获封赏。【流星陨碎片】在各级野地都比较常见。",进贡陨铁,7
50212,陨铁碎片,"    据闻九天之外有陨石坠落于世间各处，朝廷占天师言此物蕴含神秘力量但作用尚不得知，于是朝廷便要求各路诸侯进贡此宝，并给予进贡诸侯珠宝奖励。","    攻打野地以获得【流星陨碎片】，上缴朝廷以获封赏。【流星陨碎片】在各级野地都比较常见。",进贡陨铁,7
50213,陨铁碎片,"    据闻九天之外有陨石坠落于世间各处，朝廷占天师言此物蕴含神秘力量但作用尚不得知，于是朝廷便要求各路诸侯进贡此宝，并给予进贡诸侯珠宝奖励。","    攻打野地以获得【流星陨碎片】，上缴朝廷以获封赏。【流星陨碎片】在各级野地都比较常见。",进贡陨铁,7
50214,小块陨铁,"    据闻九天之外有陨石坠落于世间各处，朝廷占天师言此物蕴含神秘力量但作用尚不得知，于是朝廷便要求各路诸侯进贡此宝，并给予进贡诸侯珠宝奖励。","    攻打野地以获得【小块流星陨】，上缴朝廷以获封赏。【小块流星陨】常现于3级以上的野地。",进贡陨铁,7
50215,小块陨铁,"    据闻九天之外有陨石坠落于世间各处，朝廷占天师言此物蕴含神秘力量但作用尚不得知，于是朝廷便要求各路诸侯进贡此宝，并给予进贡诸侯珠宝奖励。","    攻打野地以获得【小块流星陨】，上缴朝廷以获封赏。【小块流星陨】常现于3级以上的野地。",进贡陨铁,7
50216,小块陨铁,"    据闻九天之外有陨石坠落于世间各处，朝廷占天师言此物蕴含神秘力量但作用尚不得知，于是朝廷便要求各路诸侯进贡此宝，并给予进贡诸侯珠宝奖励。","    攻打野地以获得【小块流星陨】，上缴朝廷以获封赏。【小块流星陨】常现于3级以上的野地。",进贡陨铁,7
50217,大块陨铁,"    据闻九天之外有陨石坠落于世间各处，朝廷占天师言此物蕴含神秘力量但作用尚不得知，于是朝廷便要求各路诸侯进贡此宝，并给予进贡诸侯珠宝奖励。","    攻打野地以获得【大块流星陨】，上缴朝廷以获封赏。【大块流星陨】常现于6级以上野地。",进贡陨铁,7
50218,大块陨铁,"    据闻九天之外有陨石坠落于世间各处，朝廷占天师言此物蕴含神秘力量但作用尚不得知，于是朝廷便要求各路诸侯进贡此宝，并给予进贡诸侯珠宝奖励。","    攻打野地以获得【大块流星陨】，上缴朝廷以获封赏。【大块流星陨】常现于6级以上野地。",进贡陨铁,7
50219,大块陨铁,"    据闻九天之外有陨石坠落于世间各处，朝廷占天师言此物蕴含神秘力量但作用尚不得知，于是朝廷便要求各路诸侯进贡此宝，并给予进贡诸侯珠宝奖励。","    攻打野地以获得【大块流星陨】，上缴朝廷以获封赏。【大块流星陨】常现于6级以上野地。",进贡陨铁,7
50220,进贡陨铁,"    据闻九天之外有陨石坠落于世间各处，朝廷占天师言此物蕴含神秘力量但作用尚不得知，于是朝廷便要求各路诸侯进贡此宝，并给予进贡诸侯珠宝奖励。","    攻打野地以获得流星陨铁，上缴朝廷以获封赏。",进贡陨铁,7
90001,封官进爵,"    你终于有属于自己的封地了！我真为你取得的成就感到高兴；虽然我相信你的实力，但是在携带赏赐的钦差没来以前，还是让我先带您熟悉一下新领地的管理吧。","    欢迎来到封神无敌的世界，这个任务系列将会引领你逐渐融入游戏，感受他的魅力，而且最终还有神秘大礼相送，千万不要错过哦！强烈建议新手们还是按照任务流程来。"," ",0
90002,打开礼盒,"    宫殿是你处理政务的地方，在这里你可以了解所有领地的状况以及发布各种号令。法宝则是在游戏里称雄争霸的有力协助，不可忽视。","    在主界面的右上角选择【包裹】，打开包裹界面后选择【宝箱】，找到【新手礼盒】左击选择打开。",修改城市名称,0
90003,旌旗猎猎,"    作为一位拥有雄心大志的主君，一面与之相配的旗帜是非常有必要的。修改后的旗号将随风飘荡在华夏大地所有属于你的城池的城头之上。","    点击地图右上方的【主公】选项，在弹出界面里点击【属性】选项浏览属性信息，点击旗号后面的【更改】选项，输入新的旗号。",修改城头旗帜,0
90004,千里传音,"    是时候让整个华夏大地上的各路诸侯都知道你的存在了，希望在不久的将来你的名字让天庭中的各路神仙也不敢小视。","    在左下角聊天界面中点击【世界】选项，并在世界频道聊天。在世界频道聊天，每句话需要消耗1个【千里传音】，在其他频道聊天则是免费的。",使用【千里传音】在世界频道说话,0
90005,筑房引民,"    建造民居吸引流民前来定居，能让你拥有更多的劳力还能得到更多的税金。","    点击地图中间上方的【城内】选项进入城内主界面；点击【空地】，在弹出的城内建筑界面里选择【民居】后的【建造】选项即开始建造。",1【民居】一级,0
71063,智慧大挑战1,"    天帝将愚人节的任务道具“愚”、“人”、“节”、“快”、“乐”分别放置在不同的野地和仙山，同时在愚人节为世人准备了一道题来暗示每个道具有几率在某个地点掉落，破解谜底，并去正确的地点收集道具来兑换丰厚的奖励！
根据“任务指南”中的描述，相信聪明的你一定可以判断出每一种道具所在的地点。","“愚”说：“人”不在2层仙山、“节”在9级野地；
“人”说：“节”在2层仙山、“快”在5层仙山；
“节”说：“快”不在5层仙山、“乐”在3级野地；
“快”说：“愚”在8层仙山、“乐”不在8层仙山；
“乐”说：“愚”在3级野地、“人”在9级野地。
只有两个人的是真话，其余三个都说了假话，猜出结果就赶快去目的地寻找吧！",愚,6
90006,开荒垦田,"    粮食作为是最基本的民生资源，所以我们要开荒屯田解决子民的温饱问题。","    点击地图中间上方的【城外】选项进入城外主界面，高亮地域即是【空地】；点击一处【空地】，在弹出的城外建筑界面里选择【农田】并点击【建造】选项即开始建造。",2【农田】一级,0
90007,伐木建设,"    城池基础建筑需要大量的木材，而林场是你当前唯一获得木材的方法。","    点击地图中间上方的【城外】选项进入城外主界面，高亮地域即是城外【空地】；点击一处城外【空地】，在弹出的城外建筑界面里选择【林场】并点击【建造】选项即开始建造，可于主界面右下角选择查看建筑和修仙的剩余时间。",3【林场】一级,0
90008,城防建设,"    城防设施需要大量的石头来加固，赶快组织人手对这种重要资源进行开采吧！","    进入【城外】主界面并选择一处城外【空地】，在新弹出的界面里选择【石料场】建筑并点击【建造】。","4【石料场】一级
",0
90051,百废俱兴,"    安排组织人手去城外开采铜矿铸造兵器扩充军械库准备招兵买马吧，退可保城护宅，进可攻城掠地。","    进入【城外】主界面并选择一处城外【空地】，在新弹出的界面里选择【铜矿场】建筑并点击【建造】。","5【铜矿场】一级
",0
90009,落户安家,"    你城池的蓬勃发展吸引了很多子民来投奔于你的麾下，为了更好的安置他们，扩建你的民居是很有必要的。","    进入【城内】主界面，选择刚刚建造的【民居】，在新的弹出界面里的界面里点击【升级】。",6【民居】二级,0
90010,勤于政务,"    华丽的宫殿不但让城池拥有建造更多建筑的资格，而且还能扩大城池的规模开辟更多的城外资源空地。","    进入【城内】主界面，选择【宫殿】建筑，在新的弹出的宫殿界面里点击【升级】。",7使用道具【开天便笺】让【宫殿】提升到二级,0
71037,天降财神,　　自古财神分文武，赵公明乃天帝派下凡间监督小鬼勾魂的将军，黑面浓须，骑黑虎，一手执银鞭，一手持元宝，全副戎装，封为武财神。,　　“金元宝”、“紫水晶”、“夜明珠”被财神爷不慎丢失在仙山福地中，有机缘者探索仙山福地深处可寻获，“紫水晶”和“夜明珠”也可于商城中购买获得；“玛瑙石”只可于商城中购买。,"金元宝
玛瑙石
紫水晶
夜明珠",2
90011,请神安邦,"    引仙台会吸引神仙驻留，如果你愿意，很容易邀请他们来辅助你。","    在【城内】主界面选择一处城内【空地】，在新的弹出界面里选择【引仙台】建筑然后点击【建造】。",8【引仙台】一级,0
90012,筑阁藏仙,"    散仙们总是来来去去，居无定所，如果要招募，还需要建一座华丽的聚仙阁来供奉他们。","    进入【城内】界面，选择一处城内【空地】，在新的弹出界面里选择【聚仙阁】建筑然后点击【建造】。",9招募散仙一名,0
90013,任命城守,"    城守可是个很重要的职位，他不仅指导百姓如何生产工作，还能在城池被进攻的时候组织城内守军进行防御。","    进入【城内】主界面，选择【聚仙阁】建筑，点选一名在【空闲】状态的仙人，然后点击【任命太守】。",11任命城守,0
90014,亲卫老兵,"    领地的安全是持续发展的前提，需要强大的武力来保证，而点兵场是建立兵营的必要前提条件。","    进入【城内】主界面，选择一处城内【空地】，在新的弹出界面里选择【点兵场】建筑并点击【建造】。",12【点兵场】一级,0
90015,建营募兵,"    府库充盈、物资流通、人民富足引起了四野的狼虎之军的觊觎，是时候组建自己的强大军队了。","    进入【城内】主界面，选择一处城内【空地】，在新的弹出界面里选择【兵营】建筑并点击【建造】。",13【兵营】一级,0
90016,御敌城外,"    朝廷发榜要求各路诸侯自筹军力剿灭贼寇；征募一些长戟兵配合朝廷增援的兵力足够对付那些毛贼了。","    选择【兵营】军营，选择【长戟兵】，点击【招募】，在新弹出窗口里的招募数量栏填写数值1，点击【确定】开始招募【长戟兵】。",14招募【长戟兵】,0
90017,仓库殷实,"    后勤永远是一切基础中的基础，训练新兵之余组织剩余民壮去城外进行扩大生产的建设吧。","    进入【城外】主界面，选择刚刚建造的【农田】，在新的弹出界面里的界面里点击【升级】。然后依次选择【林场】、【石料场】、【铜矿场】并点击【升级】让四种基础资源建筑升到二级。","【农田】二级
【林场】二级
【采石场】二级
【铜矿场】二级",0
90018,奉命领军,"    速速在点兵场编组士兵寻找时机对那些盗贼进行围剿吧，别忘记仔细打扫战场，可能有意外的惊喜哦！","    选择【点兵场】建筑，在点兵场界面里选择【配兵】，新弹出的界面里面选择【配兵】选项，然后选择需要【配兵】的神仙，在下拉菜单中选择给神仙欲配的兵种，然后在右边的输入框里输入欲配的数量，最后点击【保存】。",15执行【配兵】指令,0
90019,领军出征,"    野地就是大地图上面的湖泊（粮食加成）、森林（木材加成）、山地（石料加成）、丘陵（铜矿加成）和平地（可筑城）的统称。","    点击地图中间上方的【地图】进入大地图界面，把鼠标放置在城外【野地】上即可查看所选野地资料，选择没有君主占领的0级【野地】点击【掠夺】选项进入【出征】界面，选择【配兵】完成的神仙，点击右下角的【出征】。注意：确定野地级别和出征士兵数，出错有可能导致出征士兵全灭。",20掠夺0级野地,0
90020,初窥仙术,"    神奇的道法仙术不仅能在战场上对士兵有所帮助，在城池建设和散仙强化方面也能给你很大的帮助。","    进入【城内】主界面，选择一处城内【空地】，在新的弹出界面里选择【修仙院】建筑并点击【建造】。",16【修仙院】一级,0
90021,练兵神术,"    修仙院已经建造完成了，选择修炼练兵术吧，他的作用是增加士兵的训练速度，快速补充城池兵员损失。","    进入【城内】主界面，选择【修仙院】建筑，在新的弹出的修仙院界面里点击【兵】选择强兵类仙法，然后找到【练兵术】并点击【修炼】。",17【练兵术】一级,0
90022,保境安民,"    城墙可以提供给守城士兵强大的保护力量，训练士兵的同时组织民壮垒筑城墙，以最快的速度提升城池的自保能力。","    进入【城内】主界面，点击右上角的【城墙】建筑，在新的弹出的城墙界面里选择【升级】。","18【城墙】一级
",0
90023,抚慰民心,"    适当的给他们一些赏赐会让他们更加拥护你的统治。如果城民对你感到不满的话可是会背弃你的哦！","    进入【城内】主界面选择【宫殿】建筑打开宫殿界面，选择【都城信息】浏览都城资料，点击【民心】资料后面【安抚】选项，在新弹出的界面里面选择【赈灾】选项并点击确定。每次安抚百姓后，需要等待15分钟才能再次操作。",19【赈灾】,0
90024,御赐封赏,"    尝试给城市起一个响亮的名字。希望有朝一日能够见你名满天下，声动九霄！","    点击界面中间的【宫殿】建筑以打开宫殿界面，选择【都城信息】浏览都城资料，点击都城名称后面的【改名】选项，并在弹出的新界面中的【新名称】里输入新的城池名称并按【确定】。完成了这个任务你将正式迈入封神的世界，成长系列任务将正式展现在您的面前。",【声望】800,1
51232,伏羲外卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲外卦即可获得【机关图纸】,机关图解,6
51332,伏羲外卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲外卦即可获得【机关图纸】,机关图解,6
51432,伏羲外卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲外卦即可获得【机关图纸】,机关图解,6
51532,伏羲外卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲外卦即可获得【机关图纸】,机关图解,6
51632,伏羲外卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲外卦即可获得【机关图纸】,机关图解,6
51732,伏羲外卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲外卦即可获得【机关图纸】,机关图解,6
51832,伏羲外卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲外卦即可获得【机关图纸】,机关图解,6
51932,伏羲外卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲外卦即可获得【机关图纸】,机关图解,6
52032,伏羲外卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲外卦即可获得【机关图纸】,机关图解,6
51025,募贤领兵,"    朝廷征兵讨伐蛮夷之地，泱泱华夏，将领云集兵员充足，奈何高级兵甲却远不足以装备所有将领，故张榜于天下诸侯收集将校兵甲。","    任务开启期间，玩家可以用一个【陨铁装备箱】兑换一个【初级天庭箱】。",陨铁装备箱,6
51018,募贤领兵,"    朝廷征兵讨伐蛮夷之地，泱泱华夏，将领云集兵员充足，奈何高级兵甲却远不足以装备所有将领，故张榜于天下诸侯收集将校兵甲。","    任务开启期间，玩家可以用一个【陨铁装备箱】兑换一个【初级天庭箱】。",陨铁装备箱,6
51017,拓兵伐夷,"    朝廷征兵讨伐蛮夷之地，泱泱华夏，兵员充足，兵甲却远不足以装备所有兵将，故张榜于天下诸侯收集平凡兵甲以装备普通士兵。","    任务开启期间，玩家可以用一个【青铜装备箱】兑换一个【平凡装备箱】。",青铜装备箱,6
51019,募贤领兵,"    朝廷征兵讨伐蛮夷之地，泱泱华夏，将领云集兵员充足，奈何高级兵甲却远不足以装备所有将领，故张榜于天下诸侯收集将校兵甲。","    任务开启期间，玩家可以用一个【陨铁装备箱】兑换一个【初级天庭箱】。",陨铁装备箱,6
51020,募贤领兵,"    朝廷征兵讨伐蛮夷之地，泱泱华夏，将领云集兵员充足，奈何高级兵甲却远不足以装备所有将领，故张榜于天下诸侯收集将校兵甲。","    任务开启期间，玩家可以用一个【陨铁装备箱】兑换一个【初级天庭箱】。",陨铁装备箱,6
51021,募贤领兵,"    朝廷征兵讨伐蛮夷之地，泱泱华夏，将领云集兵员充足，奈何高级兵甲却远不足以装备所有将领，故张榜于天下诸侯收集将校兵甲。","    任务开启期间，玩家可以用一个【陨铁装备箱】兑换一个【初级天庭箱】。",陨铁装备箱,6
51009,拓兵伐夷,"    朝廷征兵讨伐蛮夷之地，泱泱华夏，兵员充足，兵甲却远不足以装备所有兵将，故张榜于天下诸侯收集平凡兵甲以装备普通士兵。","    任务开启期间，玩家可以用一个【青铜装备箱】兑换一个【平凡装备箱】。",青铜装备箱,6
51022,募贤领兵,"    朝廷征兵讨伐蛮夷之地，泱泱华夏，将领云集兵员充足，奈何高级兵甲却远不足以装备所有将领，故张榜于天下诸侯收集将校兵甲。","    任务开启期间，玩家可以用一个【陨铁装备箱】兑换一个【初级天庭箱】。",陨铁装备箱,6
51233,伏羲内卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲内卦即可获得【机关宝盒】,机关宝盒,6
51333,伏羲内卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲内卦即可获得【机关宝盒】,机关宝盒,6
51433,伏羲内卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲内卦即可获得【机关宝盒】,机关宝盒,6
51533,伏羲内卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲内卦即可获得【机关宝盒】,机关宝盒,6
51633,伏羲内卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲内卦即可获得【机关宝盒】,机关宝盒,6
51733,伏羲内卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲内卦即可获得【机关宝盒】,机关宝盒,6
51833,伏羲内卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲内卦即可获得【机关宝盒】,机关宝盒,6
51933,伏羲内卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲内卦即可获得【机关宝盒】,机关宝盒,6
52033,伏羲内卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。进贡残卦之一即可获天帝封赏。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲内卦即可获得【机关宝盒】,机关宝盒,6
51234,伏羲八卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。天帝下令凡集全伏羲先天八卦者均可获得天庭法宝一件。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲残卦即可获得【天庭御盒】。,天庭御盒,6
51334,伏羲八卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。天帝下令凡集全伏羲先天八卦者均可获得天庭法宝一件。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲残卦即可获得【天庭御盒】。,天庭御盒,6
51434,伏羲八卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。天帝下令凡集全伏羲先天八卦者均可获得天庭法宝一件。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲残卦即可获得【天庭御盒】。,天庭御盒,6
51534,伏羲八卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。天帝下令凡集全伏羲先天八卦者均可获得天庭法宝一件。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲残卦即可获得【天庭御盒】。,天庭御盒,6
51634,伏羲八卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。天帝下令凡集全伏羲先天八卦者均可获得天庭法宝一件。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲残卦即可获得【天庭御盒】。,天庭御盒,6
51734,伏羲八卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。天帝下令凡集全伏羲先天八卦者均可获得天庭法宝一件。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲残卦即可获得【天庭御盒】。,天庭御盒,6
51834,伏羲八卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。天帝下令凡集全伏羲先天八卦者均可获得天庭法宝一件。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲残卦即可获得【天庭御盒】。,天庭御盒,6
51934,伏羲八卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。天帝下令凡集全伏羲先天八卦者均可获得天庭法宝一件。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲残卦即可获得【天庭御盒】。,天庭御盒,6
52034,伏羲八卦,"人王伏羲坐于方坛之上,听八风之气,乃画八卦。自此伏羲先天八卦被奉为仙界至宝藏于天庭宝库之内。却由于保管不慎，广散于人间。天帝下令凡集全伏羲先天八卦者均可获得天庭法宝一件。",掠夺城外野地有一定几率获得伏羲残卦，进献伏羲残卦即可获得【天庭御盒】。,天庭御盒,6
51235,文王乾卦,"    天庭因保管不慎，致天界至宝伏羲八卦广散于人间，被文王偶获，推演出文王卦相。文王欲立威于天下，集天地至宝造宝箱符文若干，赏赐与破解卦相之人。","    掠夺城外野地有一定几率获得文王乾卦，破解卦相即可获文王赏赐【文王乾箱】。",乾卦,6
